"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","City","State","Country","Market","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit","Shipping Cost","Order Priority","","","","",""
"US-2014-111423","8/18/2014","8/20/2014","First Class","EH-13765","Edward Hooks","Corporate","Watertown","New York","United States","US","East","OFF-BI-10003091","Office Supplies","Binders","GBC DocuBind TL200 Manual Binding Machine","895.92","5","0.2","302.37","203.94","Medium","","","","",""
"IN-2014-48625","4/1/2014","4/5/2014","Standard Class","JF-15415","Jennifer Ferguson","Consumer","Liaoyang","Liaoning","China","APAC","North Asia","FUR-TA-10001633","Furniture","Tables","Bevis Wood Table, with Bottom Storage","2614.69","7","0.3","-821.96","203.26","Medium","","","","",""
"ES-2012-1085063","9/20/2012","9/25/2012","Second Class","LR-16915","Lena Radford","Consumer","Vantaa","Uusimaa","Finland","EU","North","OFF-AP-10004464","Office Supplies","Appliances","Cuisinart Stove, White","2145.72","4","0","364.68","204.29","Medium","","","","",""
"IN-2013-71249","10/17/2013","10/18/2013","First Class","CR-12730","Craig Reiter","Consumer","Brisbane","Queensland","Australia","APAC","Oceania","TEC-PH-10004664","Technology","Phones","Nokia Smart Phone, with Caller ID","5175.17","9","0.1","919.97","915.49","Medium","","","","",""
"MO-2014-4970","9/17/2014","9/21/2014","Standard Class","PO-9195","Phillina Ober","Home Office","Tangier","Tanger-Tétouan","Morocco","Africa","Africa","TEC-CAN-10004839","Technology","Copiers","Canon Wireless Fax, Color","2280.6","6","0","136.8","210.65","Medium","","","","",""
"IN-2012-46952","7/7/2012","7/12/2012","Second Class","CC-12370","Christopher Conant","Consumer","Chittagong","Chittagong","Bangladesh","APAC","Central Asia","TEC-PH-10001725","Technology","Phones","Motorola Speaker Phone, Cordless","1591.56","12","0","79.56","222.4","Medium","","","","",""
"IN-2013-48765","10/28/2013","10/31/2013","First Class","BK-11260","Berenike Kampe","Consumer","Tongi","Dhaka","Bangladesh","APAC","Central Asia","FUR-BO-10003282","Furniture","Bookcases","Ikea Classic Bookcase, Mobile","3728.43","9","0","1192.86","553.31","Medium","","","","",""
"ES-2014-5530354","8/29/2014","9/3/2014","Standard Class","EH-14125","Eugene Hildebrand","Home Office","Plaisir","Ile-de-France","France","EU","Central","TEC-PH-10000493","Technology","Phones","Apple Smart Phone, Full Size","4876.88","9","0.15","745.88","439.41","Medium","","","","",""
"ES-2014-2411166","9/4/2014","9/8/2014","Standard Class","BG-11035","Barry Gonzalez","Consumer","Pescara","Abruzzi","Italy","EU","South","FUR-BO-10004630","Furniture","Bookcases","Ikea Library with Doors, Mobile","2927.28","8","0","146.16","223.41","Medium","","","","",""
"ES-2013-4165099","2/18/2013","2/25/2013","Standard Class","BV-11245","Benjamin Venier","Corporate","San Sebastian","Basque Country","Spain","EU","South","TEC-CO-10004567","Technology","Copiers","Brother Fax Machine, Color","2879.82","9","0","1295.73","211.3","Medium","","","","",""
"CA-2013-157791","12/24/2013","12/29/2013","Second Class","CA-11965","Carol Adams","Corporate","Warwick","Rhode Island","United States","US","East","TEC-CO-10002095","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer","1999.96","4","0","899.98","223.21","Medium","","","","",""
"ES-2013-1603822","6/17/2013","6/20/2013","Second Class","TW-21025","Tamara Willingham","Home Office","Leeds","England","United Kingdom","EU","North","TEC-CO-10000967","Technology","Copiers","HP Fax Machine, Laser","1199.76","4","0","479.88","204.43","Medium","","","","",""
"MO-2013-8630","11/23/2013","11/23/2013","Same Day","AB-255","Alejandro Ballentine","Home Office","Casablanca","Grand Casablanca","Morocco","Africa","Africa","OFF-HOO-10001881","Office Supplies","Appliances","Hoover Stove, White","2266.44","4","0","113.28","556.45","Medium","","","","",""
"IT-2013-5115273","5/30/2013","6/4/2013","Standard Class","JB-15925","Joni Blumstein","Consumer","Trier","Rhineland-Palatinate","Germany","EU","Central","TEC-PH-10003762","Technology","Phones","Motorola Smart Phone, Full Size","2570.76","4","0","976.8","204.64","Medium","","","","",""
"ID-2014-29655","6/26/2014","7/1/2014","Standard Class","MM-17260","Magdelene Morse","Consumer","Kuala Lumpur","Kuala Lumpur","Malaysia","APAC","Southeast Asia","FUR-CH-10003950","Furniture","Chairs","Novimex Executive Leather Armchair, Black","2747.7","6","0","82.26","222.78","Medium","","","","",""
"IN-2014-65488","7/17/2014","7/20/2014","First Class","CP-12340","Christine Phan","Corporate","Aurangabad","Bihar","India","APAC","Central Asia","OFF-AP-10002090","Office Supplies","Appliances","Hamilton Beach Refrigerator, Red","4001.04","8","0","1440.24","439.65","Medium","","","","",""
"ES-2012-3196841","6/5/2012","6/11/2012","Standard Class","AY-10555","Andy Yotov","Corporate","Bradford","England","United Kingdom","EU","North","TEC-CO-10002043","Technology","Copiers","Canon Wireless Fax, Digital","1891.5","5","0","832.2","211.56","Medium","","","","",""
"CA-2012-145352","3/16/2012","3/22/2012","Standard Class","CM-12385","Christopher Martinez","Consumer","Atlanta","Georgia","United States","US","South","OFF-BI-10003527","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","6354.95","5","0","3177.48","581.12","Medium","","","","",""
"PL-2011-3590","11/7/2011","11/13/2011","Standard Class","TT-11265","Tim Taslimi","Corporate","Lublin","Lublin","Poland","EMEA","EMEA","FUR-SAU-10004653","Furniture","Bookcases","Sauder Classic Bookcase, Traditional","1743.96","4","0","714.96","220.39","Medium","","","","",""
"ID-2013-29060","10/14/2013","10/17/2013","First Class","AH-10585","Angele Hood","Consumer","Sunbury","Victoria","Australia","APAC","Oceania","FUR-BO-10004541","Furniture","Bookcases","Dania Library with Doors, Mobile","1313.71","4","0.1","102.07","213.19","Medium","","","","",""
"CA-2013-160717","6/7/2013","6/12/2013","Standard Class","ME-17320","Maria Etezadi","Home Office","Santa Barbara","California","United States","US","West","TEC-PH-10001459","Technology","Phones","Samsung Galaxy Mega 6.3","3023.93","9","0.2","226.79","207.32","Medium","","","","",""
"MX-2013-157868","1/28/2013","1/30/2013","First Class","AT-10435","Alyssa Tate","Home Office","Guaymas","Sonora","Mexico","LATAM","North","OFF-AP-10001776","Office Supplies","Appliances","Hoover Refrigerator, Red","2455.88","7","0","785.82","487.48","Medium","","","","",""
"IN-2013-19176","6/11/2013","6/17/2013","Standard Class","MS-17980","Michael Stewart","Corporate","Hyderabad","Telangana","India","APAC","Central Asia","TEC-PH-10003856","Technology","Phones","Motorola Smart Phone, with Caller ID","2582.16","4","0","361.44","208.88","Medium","","","","",""
"CA-2014-129021","8/24/2014","8/27/2014","Second Class","PO-18850","Patrick O'Brill","Consumer","Tallahassee","Florida","United States","US","South","TEC-PH-10001459","Technology","Phones","Samsung Galaxy Mega 6.3","4367.9","13","0.2","327.59","609.44","Medium","","","","",""
"IN-2014-78396","3/24/2014","3/30/2014","Standard Class","MG-18145","Mike Gockenbach","Consumer","Bhilwara","Rajasthan","India","APAC","Central Asia","FUR-TA-10004744","Furniture","Tables","Lesro Conference Table, with Bottom Storage","2572.74","3","0","1080.54","216.06","Medium","","","","",""
"CA-2014-111738","1/4/2014","1/8/2014","Standard Class","CM-12385","Christopher Martinez","Consumer","San Francisco","California","United States","US","West","OFF-BI-10004584","Office Supplies","Binders","GBC ProClick 150 Presentation Binding System","2022.27","8","0.2","682.52","215.83","Medium","","","","",""
"ES-2012-1139004","12/31/2012","1/3/2013","Second Class","RD-19585","Rob Dowd","Consumer","Antwerp","Antwerp","Belgium","EU","Central","OFF-AP-10000437","Office Supplies","Appliances","KitchenAid Refrigerator, Red","1583.82","3","0","126.63","215.73","Medium","","","","",""
"CA-2013-143714","5/24/2013","5/28/2013","Standard Class","CC-12370","Christopher Conant","Consumer","Philadelphia","Pennsylvania","United States","US","East","TEC-CO-10004722","Technology","Copiers","Canon imageCLASS 2200 Advanced Copier","8399.98","4","0.4","1120","498.08","Medium","","","","",""
"MX-2011-110275","11/22/2011","11/23/2011","First Class","ST-20530","Shui Tom","Consumer","Chinandega","Chinandega","Nicaragua","LATAM","Central","OFF-AP-10001630","Office Supplies","Appliances","Hamilton Beach Microwave, Black","2443.48","13","0","121.94","589.29","Medium","","","","",""
"ID-2013-13086","2/9/2013","2/15/2013","Standard Class","SV-20815","Stuart Van","Corporate","Gold Coast","Queensland","Australia","APAC","Oceania","FUR-TA-10000207","Furniture","Tables","Chromcraft Round Table, Fully Assembled","2951.99","9","0.3","-632.8","206.92","Medium","","","","",""
"CA-2013-117121","12/18/2013","12/22/2013","Standard Class","AB-10105","Adrian Barton","Consumer","Detroit","Michigan","United States","US","Central","OFF-BI-10000545","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System","9892.74","13","0","4946.37","498.7","Medium","","","","",""
"ES-2012-4411026","11/10/2012","11/17/2012","Standard Class","AB-10150","Aimee Bixby","Consumer","Barcelona","Catalonia","Spain","EU","South","TEC-MA-10004669","Technology","Machines","Epson Inkjet, Wireless","2219.18","8","0.1","24.62","215.35","Medium","","","","",""
"US-2013-107440","4/17/2013","4/21/2013","Standard Class","BS-11365","Bill Shonely","Corporate","Lakewood","New Jersey","United States","US","East","TEC-MA-10001047","Technology","Machines","3D Systems Cube Printer, 2nd Generation, Magenta","9099.93","7","0","2365.98","516.91","Medium","","","","",""
"IT-2013-3453314","11/13/2013","11/18/2013","Standard Class","SP-20860","Sung Pak","Corporate","Mulhouse","Alsace","France","EU","Central","FUR-CH-10002203","Furniture","Chairs","SAFCO Executive Leather Armchair, Black","2891.7","7","0.1","1188.81","214.13","Medium","","","","",""
"IN-2014-86663","10/17/2014","10/20/2014","Second Class","GK-14620","Grace Kelly","Corporate","Napier","Hawke's Bay","New Zealand","APAC","Oceania","TEC-CO-10003019","Technology","Copiers","Brother Fax Machine, High-Speed","2533.92","8","0","278.64","215.33","Medium","","","","",""
"CA-2011-145541","12/14/2011","12/21/2011","Standard Class","TB-21400","Tom Boeckenhauer","Consumer","New York City","New York","United States","US","East","TEC-MA-10001127","Technology","Machines","HP Designjet T520 Inkjet Large Format Printer - 24"" Color","6999.96","4","0","2239.99","499.55","Medium","","","","",""
"CA-2012-114811","11/8/2012","11/8/2012","Same Day","KD-16495","Keith Dawkins","Corporate","New York City","New York","United States","US","East","TEC-MA-10000045","Technology","Machines","Zebra ZM400 Thermal Label Printer","4643.8","4","0","2229.02","607.34","Medium","","","","",""
"IT-2011-1978668","2/16/2011","2/19/2011","Second Class","ON-18715","Odella Nelson","Corporate","Muret","Midi-Pyrénées","France","EU","Central","FUR-CH-10002203","Furniture","Chairs","SAFCO Executive Leather Armchair, Black","4544.1","11","0.1","1868.13","506.27","Medium","","","","",""
"MX-2011-116379","11/11/2011","11/18/2011","Standard Class","NS-18505","Neola Schneider","Consumer","Puebla","Puebla","Mexico","LATAM","North","TEC-PH-10004057","Technology","Phones","Motorola Smart Phone, with Caller ID","2582.16","6","0","516.36","214.88","Medium","","","","",""
"ES-2014-4673578","8/11/2014","8/16/2014","Second Class","MS-17980","Michael Stewart","Corporate","Munster","Lower Saxony","Germany","EU","Central","TEC-PH-10002035","Technology","Phones","Samsung Smart Phone, Cordless","4473","7","0","313.11","604.4","Medium","","","","",""
"US-2011-106992","9/19/2011","9/21/2011","Second Class","SB-20290","Sean Braxton","Corporate","Houston","Texas","United States","US","Central","TEC-MA-10003353","Technology","Machines","Xerox WorkCentre 6505DN Laser Multifunction Printer","2519.96","7","0.4","-252","208.09","Medium","","","","",""
"IN-2014-64641","10/4/2014","10/5/2014","First Class","PB-19105","Peter Bühler","Consumer","Orange","New South Wales","Australia","APAC","Oceania","TEC-CO-10002376","Technology","Copiers","Hewlett Fax Machine, Laser","2015.5","7","0.1","850.84","215.4","Medium","","","","",""
"ES-2013-4679331","1/12/2013","1/15/2013","First Class","DK-12835","Damala Kotsonis","Corporate","Madrid","Madrid","Spain","EU","South","OFF-AP-10002330","Office Supplies","Appliances","Hamilton Beach Stove, Silver","3801.63","7","0","1444.59","465.02","Medium","","","","",""
"IN-2011-34478","8/8/2011","8/8/2011","Same Day","BF-10975","Barbara Fisher","Corporate","Guangzhou","Guangdong","China","APAC","North Asia","TEC-CO-10003759","Technology","Copiers","Canon Fax Machine, Laser","1273.56","4","0","573","213.03","Medium","","","","",""
"ES-2011-1058269","12/17/2011","12/21/2011","Standard Class","MM-18055","Michelle Moray","Consumer","Herford","North Rhine-Westphalia","Germany","EU","Central","TEC-PH-10004823","Technology","Phones","Nokia Smart Phone, Full Size","1908.18","3","0","820.44","212.94","Medium","","","","",""
"IN-2012-30446","11/28/2012","12/2/2012","Second Class","NZ-18565","Nick Zandusky","Home Office","Nowra","New South Wales","Australia","APAC","Oceania","FUR-CH-10000027","Furniture","Chairs","SAFCO Executive Leather Armchair, Black","2891.7","7","0.1","96.39","541.57","Medium","","","","",""
"US-2013-143819","3/2/2013","3/6/2013","Standard Class","KD-16270","Karen Daniels","Consumer","Yonkers","New York","United States","US","East","TEC-MA-10003979","Technology","Machines","Ativa V4110MDD Micro-Cut Shredder","4899.93","7","0","2400.97","466.33","Medium","","","","",""
"IN-2014-33729","7/5/2014","7/9/2014","Standard Class","JW-15955","Joni Wasserman","Consumer","Guangzhou","Guangdong","China","APAC","North Asia","FUR-BO-10004648","Furniture","Bookcases","Sauder Library with Doors, Pine","1944.9","5","0","291.6","219.83","Medium","","","","",""
"IN-2013-46252","5/1/2013","5/5/2013","Standard Class","ZC-21910","Zuschuss Carroll","Consumer","Tiruppur","Tamil Nadu","India","APAC","Central Asia","TEC-CO-10000447","Technology","Copiers","Canon Wireless Fax, Color","3040.8","8","0","1155.36","219.74","Medium","","","","",""
"IZ-2012-4950","8/28/2012","8/30/2012","First Class","DL-3330","Denise Leinenbach","Consumer","Arbil","Arbil","Iraq","EMEA","EMEA","FUR-CHR-10001018","Furniture","Tables","Chromcraft Round Table, Rectangular","929.34","2","0","65.04","212.15","Medium","","","","",""
"IN-2011-62506","11/9/2011","11/11/2011","Second Class","SZ-20035","Sam Zeldin","Home Office","Nanchong","Sichuan","China","APAC","North Asia","TEC-CO-10002526","Technology","Copiers","Sharp Wireless Fax, Digital","3200.04","9","0","1183.95","576.71","Medium","","","","",""
"MX-2011-153710","12/29/2011","12/31/2011","Second Class","AZ-10750","Annie Zypern","Consumer","León","León","Nicaragua","LATAM","Central","FUR-CH-10003941","Furniture","Chairs","Novimex Executive Leather Armchair, Adjustable","2429.44","8","0","534.4","214.42","Medium","","","","",""
"CA-2014-143112","10/6/2014","10/10/2014","Standard Class","TS-21370","Todd Sumrall","Corporate","New York City","New York","United States","US","East","TEC-MA-10001047","Technology","Machines","3D Systems Cube Printer, 2nd Generation, Magenta","5199.96","4","0","1351.99","212.76","Medium","","","","",""
"IN-2012-28528","10/1/2012","10/7/2012","Standard Class","CA-12775","Cynthia Arntzen","Consumer","Delhi","Delhi","India","APAC","Central Asia","FUR-TA-10001786","Furniture","Tables","Chromcraft Computer Table, with Bottom Storage","3547.44","8","0","780.24","205.63","Medium","","","","",""
"CA-2014-159366","1/8/2014","1/11/2014","First Class","BW-11110","Bart Watters","Corporate","Detroit","Michigan","United States","US","Central","TEC-MA-10000822","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer","3059.98","2","0.1","680","471.22","Medium","","","","",""
"IN-2013-44075","10/4/2013","10/8/2013","Standard Class","PF-19120","Peter Fuller","Consumer","Shuangcheng","Heilongjiang","China","APAC","North Asia","FUR-CH-10000783","Furniture","Chairs","Office Star Executive Leather Armchair, Adjustable","2819.52","6","0","338.22","218.16","Medium","","","","",""
"ES-2013-4653224","12/26/2013","1/1/2014","Standard Class","SS-20410","Shahid Shariari","Consumer","Le Chesnay","Ile-de-France","France","EU","Central","TEC-CO-10004078","Technology","Copiers","Sharp Fax Machine, Laser","2764.33","11","0.15","-195.44","219.19","Medium","","","","",""
"CA-2013-169670","12/26/2013","1/1/2014","Standard Class","JE-15715","Joe Elijah","Consumer","New York City","New York","United States","US","East","FUR-CH-10002331","Furniture","Chairs","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms","2563.06","8","0.1","313.26","219.15","Medium","","","","",""
"IN-2011-61302","1/10/2011","1/11/2011","First Class","DL-12865","Dan Lawera","Consumer","Brisbane","Queensland","Australia","APAC","Oceania","TEC-PH-10004664","Technology","Phones","Nokia Smart Phone, with Caller ID","2875.1","5","0.1","511.09","665.27","Medium","","","","",""
"ES-2012-5100288","1/7/2012","1/10/2012","First Class","GR-14560","Georgia Rosenberg","Corporate","Oslo","Oslo","Norway","EU","North","TEC-CO-10004662","Technology","Copiers","Hewlett Fax Machine, Color","964.08","3","0","337.41","212.76","Medium","","","","",""
"RS-2011-4850","6/29/2011","7/4/2011","Standard Class","GZ-4545","George Zrebassa","Corporate","Blagoveshchensk","Amur","Russia","EMEA","EMEA","FUR-BUS-10001243","Furniture","Bookcases","Bush Classic Bookcase, Pine","3312.24","8","0","1622.88","209.36","Medium","","","","",""
"IN-2014-76016","9/26/2014","9/28/2014","Second Class","VG-21805","Vivek Grady","Corporate","Thiruvananthapuram","Kerala","India","APAC","Central Asia","FUR-BO-10004852","Furniture","Bookcases","Sauder Classic Bookcase, Traditional","5667.87","13","0","2097.03","658.35","Medium","","","","",""
"CA-2011-116904","9/23/2011","9/28/2011","Standard Class","SC-20095","Sanjit Chand","Consumer","Minneapolis","Minnesota","United States","US","Central","OFF-BI-10001120","Office Supplies","Binders","Ibico EPK-21 Electric Binding System","9449.95","5","0","4630.48","655.61","Medium","","","","",""
"IN-2014-51684","5/26/2014","5/30/2014","Standard Class","AC-10420","Alyssa Crouse","Corporate","Kunming","Yunnan","China","APAC","North Asia","FUR-BO-10004771","Furniture","Bookcases","Ikea Classic Bookcase, Traditional","2470.5","6","0","518.76","206.39","Medium","","","","",""
"IN-2013-46798","8/12/2013","8/17/2013","Standard Class","DK-12985","Darren Koutras","Consumer","Delhi","Delhi","India","APAC","Central Asia","TEC-PH-10002936","Technology","Phones","Nokia Smart Phone, Full Size","3180.3","5","0","381.6","209.29","Medium","","","","",""
"ES-2014-5766954","6/24/2014","6/30/2014","Standard Class","PS-18760","Pamela Stobb","Consumer","Frankfurt","Hesse","Germany","EU","Central","TEC-PH-10000160","Technology","Phones","Motorola Smart Phone, with Caller ID","3873.24","6","0","890.82","206.54","Medium","","","","",""
"MX-2012-153157","10/11/2012","10/14/2012","First Class","FH-14365","Fred Hopkins","Corporate","Puebla","Puebla","Mexico","LATAM","North","TEC-PH-10004196","Technology","Phones","Samsung Smart Phone, Cordless","2556","6","0","178.92","530.49","Medium","","","","",""
"IN-2013-36564","5/24/2013","5/28/2013","Standard Class","CM-12115","Chad McGuire","Consumer","Kota Kinabalu","Sabah","Malaysia","APAC","Southeast Asia","FUR-CH-10000602","Furniture","Chairs","Novimex Executive Leather Armchair, Red","2761.2","6","0","110.34","209.38","Medium","","","","",""
"CA-2014-118892","8/18/2014","8/23/2014","Second Class","TP-21415","Tom Prescott","Consumer","Philadelphia","Pennsylvania","United States","US","East","FUR-CH-10002024","Furniture","Chairs","HON 5400 Series Task Chairs for Big and Tall","4416.17","9","0.3","-630.88","566.65","Medium","","","","",""
"IN-2014-68057","8/7/2014","8/12/2014","Standard Class","JS-16030","Joy Smith","Consumer","Lahore","Punjab","Pakistan","APAC","Central Asia","FUR-CH-10001271","Furniture","Chairs","SAFCO Executive Leather Armchair, Red","2584.01","7","0.2","290.6","291.06","Medium","","","","",""
"ES-2013-3939561","1/21/2013","1/24/2013","Second Class","JG-15160","James Galang","Consumer","Stockton-on-Tees","England","United Kingdom","EU","North","FUR-TA-10000184","Furniture","Tables","Barricks Conference Table, Fully Assembled","5451.3","6","0","2071.44","432.13","Medium","","","","",""
"IN-2011-40155","11/14/2011","11/20/2011","Standard Class","CL-12700","Craig Leslie","Home Office","Kulti","West Bengal","India","APAC","Central Asia","TEC-PH-10000499","Technology","Phones","Motorola Smart Phone, Full Size","4498.83","7","0","674.73","323.75","Medium","","","","",""
"IN-2012-51810","8/20/2012","8/24/2012","Standard Class","CM-12160","Charles McCrossin","Consumer","Beijing","Beijing","China","APAC","North Asia","TEC-PH-10001457","Technology","Phones","Apple Smart Phone, Full Size","5737.5","9","0","630.99","261.87","Medium","","","","",""
"MX-2013-140382","2/26/2013","3/1/2013","First Class","SM-20005","Sally Matthias","Consumer","Santo André","São Paulo","Brazil","LATAM","South","FUR-TA-10001229","Furniture","Tables","Chromcraft Computer Table, Rectangular","1411.2","6","0.2","405.72","262.11","Medium","","","","",""
"US-2014-167402","1/14/2014","1/19/2014","Second Class","CP-12085","Cathy Prescott","Corporate","Springfield","Missouri","United States","US","Central","OFF-SU-10002881","Office Supplies","Supplies","Martin Yale Chadless Opener Electric Letter Opener","4164.05","5","0","83.28","262.42","Medium","","","","",""
"IN-2011-33183","10/27/2011","10/29/2011","Second Class","SB-20170","Sarah Bern","Consumer","Huaibei","Anhui","China","APAC","North Asia","TEC-CO-10003901","Technology","Copiers","HP Copy Machine, Color","1693.23","7","0","829.5","262.52","Medium","","","","",""
"MX-2012-144848","8/3/2012","8/5/2012","First Class","LH-16900","Lena Hernandez","Consumer","Valparaíso de Goiás","Goiás","Brazil","LATAM","South","OFF-ST-10003741","Office Supplies","Storage","Smead Lockers, Blue","1455.08","11","0","261.8","320.29","Medium","","","","",""
"IN-2012-26274","2/27/2012","3/4/2012","Standard Class","BT-11530","Bradley Talbott","Home Office","Muzaffarpur","Bihar","India","APAC","Central Asia","FUR-TA-10001116","Furniture","Tables","Barricks Conference Table, Fully Assembled","5451.3","6","0","327.06","320.27","Medium","","","","",""
"ES-2013-4477075","4/30/2013","5/3/2013","First Class","LW-16990","Lindsay Williams","Corporate","Bondy","Ile-de-France","France","EU","Central","TEC-MA-10004535","Technology","Machines","Konica Printer, White","2036.81","9","0.15","359.3","263.82","Medium","","","","",""
"IN-2013-42269","6/5/2013","6/9/2013","Standard Class","GM-14440","Gary McGarr","Consumer","Fengcheng","Liaoning","China","APAC","North Asia","TEC-PH-10000030","Technology","Phones","Samsung Smart Phone, with Caller ID","3180.75","5","0","1081.35","260.29","Medium","","","","",""
"MX-2012-167892","5/23/2012","5/25/2012","First Class","DG-13300","Deirdre Greer","Corporate","Mexico City","Distrito Federal","Mexico","LATAM","North","OFF-AP-10004031","Office Supplies","Appliances","Hamilton Beach Microwave, White","935.5","5","0","168.3","264.43","Medium","","","","",""
"ES-2012-2183106","4/22/2012","4/26/2012","Standard Class","DK-13150","David Kendrick","Corporate","Berlin","Berlin","Germany","EU","Central","TEC-CO-10003342","Technology","Copiers","Canon Wireless Fax, High-Speed","4748.44","14","0.1","844.12","315.29","Medium","","","","",""
"IN-2014-78186","10/6/2014","10/12/2014","Standard Class","QJ-19255","Quincy Jones","Corporate","Jixi","Heilongjiang","China","APAC","North Asia","TEC-CO-10002035","Technology","Copiers","Canon Wireless Fax, High-Speed","3391.74","9","0","271.08","267.93","Medium","","","","",""
"ES-2013-1706935","4/5/2013","4/8/2013","First Class","BS-11665","Brian Stugart","Consumer","Clamart","Ile-de-France","France","EU","Central","TEC-PH-10001066","Technology","Phones","Apple Smart Phone, Cordless","1622.56","3","0.15","133.6","268.19","Medium","","","","",""
"CA-2014-122490","11/14/2014","11/19/2014","Standard Class","TT-21070","Ted Trevino","Consumer","Seattle","Washington","United States","US","West","FUR-CH-10001215","Furniture","Chairs","Global Troy Executive Leather Low-Back Tilter","2404.7","6","0.2","150.29","269.03","Medium","","","","",""
"IN-2014-10979","10/31/2014","11/4/2014","Standard Class","MO-17800","Meg O'Connel","Home Office","Hamamatsu","Shizuoka","Japan","APAC","North Asia","OFF-AP-10001931","Office Supplies","Appliances","Cuisinart Stove, Red","4306.32","8","0","1722.48","314.15","Medium","","","","",""
"IN-2011-10055","10/6/2011","10/10/2011","Standard Class","TS-21370","Todd Sumrall","Corporate","Visakhapatnam","Andhra Pradesh","India","APAC","Central Asia","OFF-AP-10003598","Office Supplies","Appliances","Breville Refrigerator, Red","2077.32","4","0","581.64","269.89","Medium","","","","",""
"ES-2014-3535439","4/24/2014","4/27/2014","Second Class","CC-12145","Charles Crestani","Consumer","Regensburg","Bavaria","Germany","EU","Central","TEC-AC-10003506","Technology","Accessories","Enermax Router, Erganomic","2305.26","9","0","922.05","270.26","Medium","","","","",""
"CG-2012-6760","10/12/2012","10/16/2012","Second Class","MG-8145","Mike Gockenbach","Consumer","Lubumbashi","Katanga","Democratic Republic of the Congo","Africa","Africa","TEC-CIS-10002259","Technology","Phones","Cisco Smart Phone, Cordless","3908.88","6","0","1563.48","313.31","Medium","","","","",""
"IN-2012-29130","6/16/2012","6/22/2012","Standard Class","JR-15700","Jocasta Rupert","Consumer","Kollam","Kerala","India","APAC","Central Asia","OFF-AP-10003275","Office Supplies","Appliances","KitchenAid Microwave, Silver","2799.63","9","0","391.77","265.46","Medium","","","","",""
"CA-2014-141789","10/4/2014","10/7/2014","First Class","AC-10450","Amy Cox","Consumer","Minneapolis","Minnesota","United States","US","Central","OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System","1793.98","2","0","843.17","271.12","Medium","","","","",""
"IN-2014-13597","11/3/2014","11/7/2014","Standard Class","AC-10450","Amy Cox","Consumer","Chennai","Tamil Nadu","India","APAC","Central Asia","FUR-TA-10002256","Furniture","Tables","Hon Wood Table, Fully Assembled","2664","5","0","905.7","325.54","Medium","","","","",""
"ID-2012-79551","12/25/2012","12/28/2012","Second Class","BN-11470","Brad Norvell","Corporate","Bangkok","Bangkok","Thailand","APAC","Southeast Asia","TEC-PH-10002601","Technology","Phones","Motorola Smart Phone, Cordless","2667.54","5","0.17","-417.81","326.27","Medium","","","","",""
"CA-2011-139892","9/8/2011","9/12/2011","Standard Class","BM-11140","Becky Martin","Consumer","San Antonio","Texas","United States","US","Central","TEC-MA-10000822","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer","8159.95","8","0.4","-1359.99","342.11","Medium","","","","",""
"ES-2012-4108483","6/18/2012","6/20/2012","Second Class","SJ-20500","Shirley Jackson","Consumer","Lens","Nord-Pas-de-Calais","France","EU","Central","FUR-TA-10003354","Furniture","Tables","Barricks Conference Table, Adjustable Height","2364.1","4","0.35","-218.3","338.1","Medium","","","","",""
"US-2013-140158","10/5/2013","10/9/2013","Standard Class","DR-12940","Daniel Raglin","Home Office","Providence","Rhode Island","United States","US","East","TEC-CO-10001449","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier","5399.91","9","0","2591.96","254.03","Medium","","","","",""
"ES-2014-3182169","11/29/2014","12/4/2014","Standard Class","PC-19000","Pauline Chand","Home Office","Wetzlar","Hesse","Germany","EU","Central","TEC-CO-10001191","Technology","Copiers","Sharp Wireless Fax, High-Speed","2478.84","7","0","272.58","254.47","Medium","","","","",""
"CG-2012-8310","6/12/2012","6/14/2012","First Class","BW-1065","Barry Weirich","Consumer","Kalemie","Katanga","Democratic Republic of the Congo","Africa","Africa","TEC-SAM-10004940","Technology","Phones","Samsung Smart Phone, Full Size","2549.76","4","0","1172.88","336.65","Medium","","","","",""
"IN-2014-39735","3/17/2014","3/22/2014","Second Class","BE-11455","Brad Eason","Home Office","Sydney","New South Wales","Australia","APAC","Oceania","TEC-CO-10003777","Technology","Copiers","Hewlett Copy Machine, Color","3299.56","14","0.1","366.28","336.02","Medium","","","","",""
"CA-2013-107104","11/27/2013","12/1/2013","Standard Class","MS-17365","Maribeth Schnelling","Consumer","Los Angeles","California","United States","US","West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases","3406.66","8","0.15","160.31","335.64","Medium","","","","",""
